,Year,Name,Position,Age,Team,Games Played,Games Started,MPG,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Previous Times All-Star,Win Percent,PTS/FGA,% All Star,Unbiased % All Star,Change
454,2024,DaQuan Jeffries,SG,26,NYK,53,43,3.0,0.5,1.2,.417,0.1,0.5,.200,0.4,0.7,.571,.458,0.0,0.2,.000,0.0,0.5,0.5,0.2,0.0,0.0,0.1,0.2,1.1,0,.590,0.9166666666666667,0.0,0.0,=
474,2024,Joshua Primo,SG,21,LAC,44,43,5.0,1.0,2.0,.500,0.0,1.0,.000,1.0,1.0,1.000,.500,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0,.641,1.0,0.0,0.0,=
455,2024,Kira Lewis Jr.,PG,22,NOP,57,42,9.6,1.1,3.5,.308,0.1,1.3,.100,0.9,2.1,.438,.327,0.7,0.7,.909,0.3,0.7,0.9,1.2,0.3,0.1,0.5,0.5,2.9,0,.600,0.8285714285714285,0.0,0.0,=
441,2024,KJ Martin,SF,23,PHI,70,45,6.8,0.8,1.7,.476,0.0,0.3,.125,0.8,1.4,.559,.488,0.2,0.4,.500,0.2,0.5,0.8,0.5,0.4,0.0,0.2,1.0,1.8,0,.649,1.0588235294117647,0.0,0.0,=
453,2024,Alex Len,C,30,SAC,58,43,9.1,1.2,1.9,.643,0.0,0.1,.000,1.2,1.7,.692,.643,0.3,0.7,.400,1.5,2.2,3.7,1.3,0.2,0.5,0.5,1.0,2.7,0,.590,1.4210526315789476,0.0,0.0,=
440,2024,Aaron Holiday,PG,27,HOU,80,45,17.4,2.4,5.6,.433,1.2,3.1,.400,1.2,2.5,.473,.542,0.6,0.7,.885,0.3,1.6,1.9,1.6,0.5,0.1,0.8,1.5,6.7,0,.500,1.1964285714285716,0.0,0.0,=
476,2024,Payton Pritchard,PG,26,BOS,82,43,20.8,2.9,6.7,.429,1.7,4.5,.375,1.2,2.2,.541,.556,0.6,0.7,.759,1.0,2.2,3.2,3.0,0.4,0.1,0.6,1.2,8.0,0,.769,1.1940298507462686,0.0,0.0,=
432,2024,Isaiah Mobley,PF,24,CLE,48,45,4.7,0.7,1.3,.500,0.3,0.7,.500,0.3,0.7,.500,.625,0.0,0.0,0,0.0,0.7,0.7,1.3,0.3,0.0,0.3,0.7,1.7,0,.595,1.3076923076923077,0.0,0.0,=
433,2024,Xavier Moon,SG,29,LAC,45,43,6.0,0.5,1.0,.500,0.0,0.5,.000,0.5,0.5,1.000,.500,0.0,0.0,0,0.0,1.0,1.0,1.5,0.0,0.0,0.5,0.5,1.0,0,.641,1.0,0.0,0.0,=
434,2024,Wendell Moore Jr.,SG,22,MIN,52,43,3.3,0.3,0.6,.600,0.0,0.2,.000,0.3,0.3,1.000,.600,0.0,0.0,0,0.0,0.3,0.3,0.1,0.3,0.1,0.2,0.3,0.7,0,.718,1.1666666666666667,0.0,0.0,=
435,2024,R.J. Hampton,PG,22,MIA,51,45,9.5,0.5,1.8,.286,0.1,1.0,.125,0.4,0.8,.500,.321,0.1,0.3,.500,0.3,0.5,0.8,1.0,0.0,0.0,0.4,1.0,1.3,0,.590,0.7222222222222222,0.0,0.0,=
436,2024,Mouhamed Gueye,PF,21,ATL,46,44,2.0,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,0,.000,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0,.395,0.0,0.0,0.0,=
437,2024,Markieff Morris,PF,34,DAL,58,43,9.4,0.9,2.9,.319,0.6,1.8,.321,0.4,1.2,.316,.415,0.2,0.3,.750,0.3,1.5,1.8,0.7,0.3,0.1,0.6,0.7,2.6,0,.575,0.896551724137931,0.0,0.0,=
438,2024,AJ Griffin,SF,20,ATL,59,44,8.3,0.8,2.7,.300,0.6,2.0,.300,0.2,0.7,.300,.413,0.1,0.1,1.000,0.1,0.7,0.9,0.3,0.1,0.1,0.4,0.4,2.3,0,.395,0.8518518518518517,0.0,0.0,=
439,2024,Jeff Green,PF,37,HOU,81,45,16.3,2.2,4.1,.553,0.4,1.2,.318,1.9,2.9,.651,.600,1.9,2.3,.824,0.6,1.3,2.0,0.8,0.1,0.4,0.7,1.5,6.8,0,.500,1.6585365853658538,0.0,0.0,=
442,2024,Jalen Hood-Schifino,SG,20,LAL,51,42,8.3,0.8,3.4,.226,0.1,1.0,.111,0.7,2.4,.273,.242,0.6,1.1,.500,0.2,0.7,0.9,0.6,0.2,0.1,0.6,1.0,2.2,0,.475,0.6470588235294118,0.0,0.0,=
452,2024,Saben Lee,PG,24,PHO,53,43,6.9,0.8,1.9,.421,0.0,0.4,.000,0.8,1.5,.533,.421,1.3,1.7,.765,0.5,0.5,1.0,1.1,0.3,0.3,0.4,0.6,2.9,0,.538,1.5263157894736843,0.0,0.0,=
443,2024,Boban Marjanović,C,35,HOU,50,44,6.2,1.2,3.0,.389,0.0,0.3,.000,1.2,2.7,.438,.389,0.0,0.3,.000,0.8,1.7,2.5,0.7,0.0,0.2,0.0,0.7,2.3,0,.500,0.7666666666666666,0.0,0.0,=
444,2024,Corey Kispert,SF,24,WAS,81,45,22.1,4.1,8.5,.484,2.0,5.4,.377,2.1,3.2,.667,.603,1.4,1.8,.735,0.4,1.8,2.1,1.5,0.3,0.2,1.0,1.6,11.6,0,.184,1.3647058823529412,0.0,0.0,=
445,2024,Furkan Korkmaz,SG,26,PHI,67,45,6.5,0.7,1.8,.375,0.3,1.0,.286,0.4,0.9,.474,.450,0.3,0.4,.778,0.0,0.4,0.5,0.5,0.5,0.0,0.3,0.4,2.0,0,.649,1.1111111111111112,0.0,0.0,=
446,2024,Damian Jones,C,28,CLE,60,45,5.4,0.7,1.1,.588,0.1,0.2,.333,0.6,0.9,.643,.618,0.1,0.2,.667,0.3,0.8,1.1,0.3,0.1,0.2,0.3,0.6,1.5,0,.595,1.3636363636363635,0.0,0.0,=
447,2024,Colby Jones,SG,21,SAC,58,43,7.3,1.1,2.8,.381,0.1,0.9,.077,1.0,1.9,.517,.393,0.1,0.2,.667,0.6,0.8,1.4,0.6,0.3,0.1,0.3,1.0,2.3,0,.590,0.8214285714285714,0.0,0.0,=
448,2024,Jock Landale,C,28,HOU,66,44,8.9,0.7,2.2,.327,0.1,0.8,.118,0.6,1.5,.438,.347,0.4,0.5,.800,1.0,0.9,1.9,0.5,0.2,0.3,0.4,0.9,1.9,0,.500,0.8636363636363635,0.0,0.0,=
449,2024,James Johnson,PF,36,IND,47,43,6.0,0.5,1.3,.400,0.0,0.3,.000,0.5,1.0,.500,.400,0.0,0.0,0,0.3,0.8,1.0,1.3,1.0,0.0,0.5,1.0,1.0,0,.590,0.7692307692307692,0.0,0.0,=
450,2024,Isaiah Joe,SG,24,OKC,82,44,19.3,3.1,6.8,.457,2.2,5.1,.423,0.9,1.7,.563,.616,0.7,0.9,.824,0.2,2.0,2.2,1.1,0.6,0.3,0.6,1.1,9.1,0,.711,1.338235294117647,0.0,0.0,=
451,2024,Ty Jerome,SG,26,CLE,47,45,7.5,1.0,2.0,.500,0.0,0.5,.000,1.0,1.5,.667,.500,0.0,0.0,0,0.5,0.0,0.5,1.5,0.0,0.0,0.5,1.0,2.0,0,.595,1.0,0.0,0.0,=
475,2024,Kessler Edwards,SF,23,SAC,71,43,4.9,0.6,1.5,.415,0.3,0.9,.360,0.3,0.6,.500,.524,0.1,0.1,.750,0.2,0.6,0.8,0.3,0.1,0.1,0.0,0.4,1.6,0,.590,1.0666666666666667,0.0,0.0,=
515,2024,Filip Petrušev,C,23,SAC,46,43,3.3,0.3,0.7,.500,0.0,0.0,0,0.3,0.7,.500,.500,0.3,0.7,.500,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.3,1.0,0,.590,1.4285714285714286,0.0,0.0,=
477,2024,Olivier-Maxence Prosper,PF,21,DAL,65,42,9.3,1.0,2.7,.349,0.3,1.3,.258,0.6,1.4,.438,.413,0.8,1.2,.704,0.7,1.6,2.3,0.8,0.1,0.1,0.2,0.7,3.1,0,.575,1.1481481481481481,0.0,0.0,=
511,2024,Kaiser Gates,SF,27,NOP,43,42,7.0,0.0,4.0,.000,0.0,2.0,.000,0.0,2.0,.000,.000,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,.600,0.0,0.0,0.0,=
502,2024,Markquis Nowell,SG,24,TOR,44,43,4.0,0.0,1.0,.000,0.0,0.0,0,0.0,1.0,.000,.000,2.0,2.0,1.000,2.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,0,.385,2.0,0.0,0.0,=
503,2024,Collin Gillespie,PG,24,DEN,55,41,6.9,0.8,1.7,.458,0.3,0.9,.308,0.5,0.8,.636,.542,0.3,0.4,.800,0.1,0.3,0.4,0.6,0.4,0.0,0.4,0.9,2.1,0,.683,1.2352941176470589,0.0,0.0,=
504,2024,Jordan Nwora,SF,25,IND,60,43,9.8,2.0,4.2,.472,0.6,1.9,.344,1.4,2.4,.575,.549,0.5,0.5,.889,0.4,1.4,1.8,0.9,0.4,0.1,0.6,1.0,5.1,0,.590,1.2142857142857142,0.0,0.0,=
505,2024,Anthony Gill,PF,31,WAS,67,44,6.3,0.9,1.9,.488,0.0,0.4,.100,0.9,1.4,.606,.500,0.5,0.7,.750,0.5,0.9,1.4,0.4,0.1,0.3,0.4,0.5,2.4,0,.184,1.263157894736842,0.0,0.0,=
506,2024,Onyeka Okongwu,C,23,ATL,81,47,24.6,3.6,6.1,.596,0.4,1.2,.295,3.3,4.9,.669,.624,1.9,2.3,.812,2.6,4.1,6.7,1.4,0.5,1.1,0.8,2.8,9.5,0,.395,1.557377049180328,0.0,0.0,=
507,2024,Harry Giles,C,25,BRK,55,44,5.6,1.6,3.2,.514,0.1,0.6,.143,1.5,2.5,.607,.529,0.5,1.0,.545,0.8,0.8,1.6,0.3,0.1,0.3,0.3,0.8,3.9,0,.421,1.21875,0.0,0.0,=
508,2024,Eugene Omoruyi,SF,26,WAS,63,44,5.8,1.7,2.9,.582,0.3,0.9,.294,1.4,2.0,.711,.627,0.8,1.1,.762,0.6,0.9,1.5,0.6,0.5,0.1,0.5,1.1,4.5,0,.184,1.5517241379310345,0.0,0.0,=
509,2024,Cedi Osman,SF,28,SAS,82,45,18.5,2.9,6.0,.482,1.2,3.3,.376,1.7,2.7,.612,.586,0.7,1.1,.667,0.4,2.2,2.6,1.9,0.5,0.1,0.6,1.5,7.8,0,.184,1.3,0.0,0.0,=
510,2024,Taj Gibson,PF,38,NYK,53,43,9.7,0.7,1.4,.500,0.0,0.4,.000,0.7,1.0,.700,.500,0.0,0.0,0,0.6,1.2,1.8,0.5,0.1,0.6,0.2,2.0,1.4,0,.590,1.0,0.0,0.0,=
512,2024,Cameron Payne,PG,29,MIL,80,44,15.3,2.2,4.7,.469,1.1,2.8,.396,1.1,1.9,.577,.588,0.9,1.0,.892,0.1,1.1,1.2,2.4,0.4,0.1,0.7,1.7,6.3,0,.700,1.3404255319148934,0.0,0.0,=
478,2024,Ayo Dosunmu,SG,24,CHI,80,47,22.9,3.2,6.8,.474,1.1,2.9,.366,2.2,3.9,.552,.551,0.8,1.0,.775,0.7,1.8,2.5,2.0,0.7,0.3,0.9,1.9,8.3,0,.463,1.2205882352941178,0.0,0.0,=
513,2024,Luka Garza,C,25,MIN,50,43,3.1,0.7,2.3,.313,0.0,0.7,.000,0.7,1.6,.455,.313,0.7,1.1,.625,0.6,0.6,1.1,0.3,0.0,0.0,0.3,1.0,2.1,0,.718,0.9130434782608696,0.0,0.0,=
514,2024,Drew Peterson,PF,24,BOS,44,43,3.0,1.0,1.0,1.000,1.0,1.0,1.000,0.0,0.0,0,1.500,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0,.769,3.0,0.0,0.0,=
430,2024,Justin Minaya,SF,24,POR,53,43,9.1,0.6,1.7,.353,0.3,1.0,.300,0.3,0.7,.429,.441,0.3,0.6,.500,0.5,0.5,1.0,0.4,0.3,0.4,0.2,0.8,1.8,0,.256,1.0588235294117647,0.0,0.0,=
516,2024,Julian Phillips,SF,20,CHI,62,41,4.5,0.4,1.1,.333,0.0,0.6,.083,0.3,0.6,.583,.354,0.0,0.2,.250,0.1,0.4,0.5,0.3,0.0,0.1,0.1,0.6,0.9,0,.463,0.8181818181818181,0.0,0.0,=
517,2024,Jalen Pickett,SG,24,DEN,56,41,6.0,0.7,1.7,.440,0.5,1.2,.389,0.3,0.5,.571,.580,0.1,0.1,1.000,0.1,0.7,0.7,0.7,0.2,0.0,0.4,0.5,2.1,0,.683,1.2352941176470589,0.0,0.0,=
518,2024,Usman Garuba,PF,21,GSW,45,43,3.0,0.0,0.5,.000,0.0,0.0,0,0.0,0.5,.000,.000,0.0,0.0,0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0,.462,0.0,0.0,0.0,=
519,2024,Danilo Gallinari,PF,35,WAS,70,44,14.8,2.2,5.0,.435,0.8,2.5,.313,1.4,2.6,.552,.511,1.8,2.2,.839,0.5,2.5,2.9,1.2,0.2,0.1,0.5,1.0,7.0,0,.184,1.4,0.0,0.0,=
520,2024,Alex Fudge,SF,20,LAL,46,42,3.5,0.3,1.5,.167,0.0,0.5,.000,0.3,1.0,.250,.167,0.5,0.5,1.000,0.5,0.0,0.5,0.0,0.0,0.0,0.3,0.3,1.0,0,.475,0.6666666666666666,0.0,0.0,=
521,2024,Aleksej Pokusevski,PF,22,OKC,51,44,6.1,0.3,1.6,.182,0.1,1.1,.125,0.1,0.4,.333,.227,0.1,0.3,.500,0.3,0.9,1.1,0.7,0.0,0.1,0.4,0.7,0.9,0,.711,0.5625,0.0,0.0,=
501,2024,Zeke Nnaji,PF,23,DEN,75,41,9.6,1.2,2.5,.476,0.1,0.4,.333,1.0,2.0,.507,.506,0.7,1.1,.641,1.1,1.1,2.2,0.5,0.2,0.6,0.6,1.5,3.2,0,.683,1.28,0.0,0.0,=
500,2024,Daishen Nix,PG,21,MIN,49,43,3.5,0.5,1.3,.375,0.3,0.8,.400,0.2,0.5,.333,.500,0.0,0.3,.000,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,1.3,0,.718,1.0,0.0,0.0,=
499,2024,Georges Niang,PF,30,CLE,82,46,22.0,3.2,7.7,.415,1.7,4.8,.350,1.5,2.9,.523,.525,0.5,0.6,.857,0.4,3.4,3.8,1.2,0.3,0.2,0.8,2.4,8.5,0,.595,1.103896103896104,0.0,0.0,=
498,2024,Jordan Ford,PG,25,SAC,49,43,3.7,0.7,1.2,.571,0.3,0.5,.667,0.3,0.7,.500,.714,0.3,0.3,1.000,0.0,0.3,0.3,0.3,0.0,0.0,0.2,0.0,2.0,0,.590,1.6666666666666667,0.0,0.0,=
479,2024,Braxton Key,SF,26,DEN,54,41,3.4,0.4,1.1,.357,0.1,0.3,.250,0.3,0.8,.400,.393,0.3,0.4,.800,0.2,0.6,0.8,0.6,0.2,0.0,0.1,0.3,1.2,0,.683,1.0909090909090908,0.0,0.0,=
480,2024,Hamidou Diallo,SG,25,WAS,45,44,4.0,1.0,2.0,.500,0.0,0.0,0,1.0,2.0,.500,.500,0.0,0.0,0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,0,.184,1.0,0.0,0.0,=
481,2024,Mamadi Diakite,PF,27,SAS,46,44,5.5,1.5,1.5,1.000,0.0,0.0,0,1.5,1.5,1.000,1.000,1.5,2.0,.750,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,4.5,0,.184,3.0,0.0,0.0,=
482,2024,Moussa Diabaté,C,22,LAC,53,43,5.8,0.9,1.8,.500,0.0,0.0,0,0.9,1.8,.500,.500,0.9,1.2,.750,1.4,0.6,2.0,0.4,0.4,0.0,0.2,0.4,2.7,0,.641,1.5,0.0,0.0,=
483,2024,Devonte' Graham,PG,28,SAS,52,44,9.8,1.3,3.0,.417,0.8,2.0,.375,0.5,1.0,.500,.542,0.8,1.0,.750,0.3,1.0,1.3,2.4,0.4,0.1,0.4,0.5,4.0,0,.184,1.3333333333333333,0.0,0.0,=
484,2024,Dexter Dennis,SG,24,DAL,46,42,7.5,2.5,4.8,.526,0.3,2.0,.125,2.3,2.8,.818,.553,0.3,0.8,.333,0.3,2.0,2.3,1.0,0.0,0.3,0.8,0.3,5.5,0,.575,1.1458333333333335,0.0,0.0,=
485,2024,Jerome Robinson,SG,26,GSW,49,43,3.8,0.0,1.2,.000,0.0,0.7,.000,0.0,0.5,.000,.000,0.7,1.0,.667,0.2,0.3,0.5,0.2,0.0,0.2,0.0,0.2,0.7,0,.462,0.5833333333333334,0.0,0.0,=
486,2024,JD Davison,SG,21,BOS,44,43,3.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,0,.000,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,.769,0.0,0.0,0.0,=
487,2024,Johnny Davis,SG,21,WAS,62,44,8.3,1.2,2.7,.438,0.1,0.2,.333,1.1,2.5,.444,.448,0.2,0.3,.800,0.5,0.6,1.1,0.3,0.4,0.1,0.3,0.6,2.6,0,.184,0.9629629629629629,0.0,0.0,=
488,2024,Ryan Rollins,PG,21,WAS,54,44,6.6,1.3,2.5,.520,0.2,0.3,.667,1.1,2.2,.500,.560,1.3,1.7,.765,0.2,0.9,1.1,1.1,0.8,0.3,0.7,0.7,4.1,0,.184,1.64,0.0,0.0,=
489,2024,Rayan Rupert,SG,19,POR,56,43,7.6,0.9,2.7,.343,0.5,1.1,.429,0.5,1.6,.286,.429,0.2,0.5,.500,0.4,1.0,1.4,0.8,0.2,0.0,0.5,0.5,2.5,0,.256,0.9259259259259258,0.0,0.0,=
490,2024,Ricky Council IV,SG,22,PHI,46,45,6.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,0,.000,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,.649,0.0,0.0,0.0,=
491,2024,Bilal Coulibaly,SF,19,WAS,81,45,26.5,3.1,6.4,.475,1.1,2.7,.394,2.0,3.8,.532,.557,1.2,1.9,.657,0.8,3.5,4.3,1.8,0.9,0.8,1.4,2.2,8.4,0,.184,1.3125,0.0,0.0,=
492,2024,Luka Šamanić,PF,24,UTA,59,41,6.6,1.2,3.1,.382,0.3,1.1,.250,0.9,1.9,.457,.427,0.6,0.7,.846,0.4,1.7,2.1,0.2,0.1,0.1,0.5,0.7,3.2,0,.512,1.032258064516129,0.0,0.0,=
493,2024,Jermaine Samuels,SF,25,HOU,50,44,6.3,0.8,1.2,.714,0.0,0.3,.000,0.8,0.8,1.000,.714,0.3,0.3,1.000,0.2,1.2,1.3,0.3,0.2,0.2,0.0,0.5,2.0,0,.500,1.6666666666666667,0.0,0.0,=
494,2024,Adama Sanogo,PF,21,CHI,44,41,3.7,1.0,1.0,1.000,0.0,0.0,0,1.0,1.0,1.000,1.000,0.7,1.0,.667,0.7,1.3,2.0,0.0,0.0,0.0,0.3,0.0,2.7,0,.463,2.7,0.0,0.0,=
495,2024,Drew Eubanks,C,26,PHO,77,45,15.9,2.2,3.9,.580,0.1,0.1,1.000,2.1,3.8,.570,.592,1.1,1.5,.760,1.4,2.8,4.2,0.9,0.3,0.9,1.1,1.8,5.7,0,.538,1.4615384615384617,0.0,0.0,=
496,2024,Bruno Fernando,C,25,ATL,56,44,6.8,1.2,2.2,.538,0.0,0.2,.000,1.2,2.0,.583,.538,0.8,1.6,.526,0.6,1.5,2.1,0.3,0.2,0.4,0.6,1.0,3.2,0,.395,1.4545454545454546,0.0,0.0,=
497,2024,Malachi Flynn,PG,25,NYK,78,43,14.0,1.7,4.1,.417,0.8,2.4,.349,0.9,1.7,.508,.517,0.5,0.7,.792,0.4,1.5,1.9,2.2,0.5,0.2,1.0,1.3,4.8,0,.590,1.1707317073170733,0.0,0.0,=
431,2024,Josh Minott,SF,21,MIN,58,43,3.1,0.5,1.2,.444,0.0,0.3,.000,0.5,0.9,.615,.444,0.7,0.8,.833,0.1,0.1,0.2,0.2,0.1,0.2,0.1,0.4,1.7,0,.718,1.4166666666666667,0.0,0.0,=
391,2024,Brandon Boston Jr.,SF,22,LAC,51,43,7.4,1.6,4.0,.406,0.5,1.8,.286,1.1,2.3,.500,.469,0.8,0.8,1.000,0.4,0.6,1.0,0.5,0.1,0.0,0.4,1.3,4.5,0,.641,1.125,0.0,0.0,=
429,2024,Patty Mills,PG,35,ATL,53,44,9.8,0.7,1.9,.353,0.6,1.2,.455,0.1,0.7,.167,.500,0.0,0.0,0,0.2,0.7,0.9,0.6,0.2,0.1,0.3,1.2,1.9,0,.395,1.0,0.0,0.0,=
370,2024,Udoka Azubuike,C,24,PHO,53,43,7.9,1.4,1.8,.778,0.0,0.0,0,1.4,1.8,.778,.778,0.2,0.7,.286,0.9,1.5,2.4,0.2,0.0,0.6,0.3,1.3,3.0,0,.538,1.6666666666666665,0.0,0.0,=
361,2024,Jalen Wilson,PF,23,BRK,55,44,9.5,1.5,2.9,.500,0.2,0.7,.250,1.3,2.2,.583,.531,1.4,1.4,1.000,1.4,0.8,2.2,0.8,0.3,0.1,0.3,0.8,4.5,0,.421,1.5517241379310345,0.0,0.0,=
362,2024,Ben Sheppard,SG,22,IND,60,43,6.4,0.9,2.2,.421,0.5,1.5,.320,0.5,0.8,.615,.526,0.2,0.4,.667,0.1,0.5,0.6,0.5,0.3,0.0,0.1,0.6,2.6,0,.590,1.1818181818181817,0.0,0.0,=
363,2024,Malcolm Cazalon,SG,22,DET,44,43,3.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,.077,0.0,0.0,0.0,=
364,2024,Colin Castleton,C,23,LAL,46,42,7.0,1.3,2.0,.625,0.0,0.0,0,1.3,2.0,.625,.625,0.5,0.5,1.000,0.8,1.0,1.8,0.8,0.0,0.0,0.0,1.3,3.0,0,.475,1.5,0.0,0.0,=
365,2024,Lamar Stevens,PF,26,BOS,58,44,6.5,1.0,2.3,.441,0.1,0.5,.286,0.9,1.8,.481,.471,0.4,0.5,.750,0.5,1.0,1.5,0.4,0.3,0.3,0.4,0.9,2.5,0,.769,1.0869565217391306,0.0,0.0,=
366,2024,Jericho Sims,C,25,NYK,61,48,6.4,0.6,0.8,.667,0.0,0.0,0,0.6,0.8,.667,.667,0.2,0.3,.600,0.3,1.1,1.4,0.2,0.1,0.1,0.2,0.8,1.3,0,.590,1.625,0.0,0.0,=
367,2024,Dmytro Skapintsev,C,25,NYK,45,43,1.0,0.0,0.5,.000,0.0,0.0,0,0.0,0.5,.000,.000,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,.590,0.0,0.0,0.0,=
368,2024,Jevon Carter,PG,28,CHI,80,41,14.6,2.1,5.7,.362,1.3,3.7,.343,0.8,2.0,.397,.473,0.1,0.1,.600,0.1,0.6,0.7,1.2,0.5,0.3,0.6,1.2,5.4,0,.463,0.9473684210526316,0.0,0.0,=
369,2024,Charlie Brown Jr.,SG,26,NYK,46,43,1.7,0.3,1.3,.250,0.3,1.0,.333,0.0,0.3,.000,.375,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,1.0,0,.590,0.7692307692307692,0.0,0.0,=
371,2024,Marcus Sasser,PG,23,DET,78,43,15.4,2.5,5.5,.464,1.1,2.6,.411,1.5,2.9,.510,.560,0.6,0.7,.880,0.2,1.4,1.6,2.5,0.6,0.2,0.8,1.3,6.8,0,.077,1.2363636363636363,0.0,0.0,=
428,2024,Svi Mykhailiuk,SF,26,BOS,61,43,8.1,0.8,2.7,.306,0.6,2.1,.263,0.3,0.6,.455,.408,0.2,0.3,.500,0.3,0.7,0.9,0.3,0.3,0.0,0.3,0.6,2.4,0,.769,0.8888888888888888,0.0,0.0,=
372,2024,Marques Bolden,C,25,MIL,44,42,1.5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0,.700,0.0,0.0,0.0,=
373,2024,Bol Bol,PF,24,PHO,55,43,7.2,1.4,1.9,.739,0.3,0.4,.600,1.2,1.5,.778,.804,0.3,0.4,.800,0.8,1.5,2.3,0.5,0.3,0.5,0.5,0.8,3.4,0,.538,1.7894736842105263,0.0,0.0,=
374,2024,Mo Bamba,C,25,PHI,69,45,9.0,1.6,3.0,.549,0.4,0.8,.556,1.2,2.2,.547,.620,0.6,0.9,.667,1.4,1.7,3.0,0.5,0.4,0.8,0.6,1.2,4.3,0,.649,1.4333333333333333,0.0,0.0,=
375,2024,Hunter Tyson,PF,23,DEN,49,41,2.5,0.1,0.5,.250,0.0,0.4,.000,0.1,0.1,1.000,.250,0.0,0.0,0,0.0,0.6,0.6,0.1,0.0,0.0,0.0,0.6,0.3,0,.683,0.6,0.0,0.0,=
376,2024,Blake Wesley,SG,20,SAS,61,44,8.9,1.2,2.4,.500,0.0,0.5,.000,1.2,1.9,.625,.500,0.4,0.9,.467,0.2,0.7,0.9,1.7,0.4,0.1,0.3,1.4,2.8,0,.184,1.1666666666666667,0.0,0.0,=
377,2024,Dalano Banton,PG,24,BOS,62,44,7.4,0.9,2.1,.450,0.1,0.6,.182,0.8,1.5,.552,.475,0.7,0.8,.813,0.6,1.1,1.6,0.6,0.2,0.2,0.5,1.0,2.7,0,.769,1.2857142857142858,0.0,0.0,=
378,2024,Peyton Watson,SF,21,DEN,80,43,17.6,2.6,5.4,.481,0.7,2.0,.351,1.9,3.4,.556,.545,1.0,1.4,.704,0.6,2.1,2.7,0.9,0.5,0.8,0.5,1.7,6.8,0,.683,1.259259259259259,0.0,0.0,=
379,2024,Leaky Black,SF,24,CHO,55,45,5.6,0.6,1.0,.600,0.1,0.3,.333,0.5,0.7,.714,.650,0.0,0.0,0,0.2,0.5,0.7,0.4,0.2,0.3,0.1,0.3,1.3,0,.216,1.3,0.0,0.0,=
380,2024,Patrick Beverley,PG,35,PHI,81,46,17.8,1.8,4.3,.431,0.6,2.1,.303,1.2,2.1,.558,.507,0.9,1.1,.775,0.7,2.3,2.9,2.4,0.5,0.3,0.8,1.7,5.2,0,.649,1.2093023255813955,0.0,0.0,=
360,2024,Dylan Windler,SF,27,LAL,46,42,3.0,0.5,0.8,.667,0.5,0.8,.667,0.0,0.0,0,1.000,0.0,0.0,0,0.0,0.3,0.3,0.5,0.0,0.0,0.0,0.5,1.5,0,.475,1.875,0.0,0.0,=
359,2024,James Wiseman,C,22,DET,70,43,15.0,2.7,4.0,.679,0.0,0.1,.000,2.7,4.0,.692,.679,0.8,1.3,.618,1.4,2.8,4.2,0.7,0.1,0.7,0.9,2.1,6.3,0,.077,1.575,0.0,0.0,=
358,2024,Christian Wood,PF,28,LAL,76,43,19.2,2.7,5.6,.481,0.9,2.5,.337,1.8,3.0,.602,.558,1.4,2.0,.681,0.9,4.8,5.7,1.0,0.2,0.7,1.2,1.6,7.6,0,.475,1.3571428571428572,0.0,0.0,=
357,2024,Thaddeus Young,PF,35,TOR,54,46,9.0,1.5,2.5,.593,0.1,0.3,.333,1.4,2.2,.625,.611,0.1,0.3,.333,0.5,1.1,1.6,1.5,0.6,0.1,0.6,1.2,3.1,0,.385,1.24,0.0,0.0,=
338,2024,Reggie Bullock,SF,32,HOU,61,44,9.3,0.8,2.1,.400,0.6,1.5,.385,0.2,0.5,.444,.543,0.1,0.1,1.000,0.1,1.3,1.4,0.5,0.1,0.1,0.2,0.5,2.3,0,.500,1.0952380952380951,0.0,0.0,=
