,Year,Name,Position,Age,Team,Games Played,Games Started,MPG,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Previous Times All-Star,Win Percent,PTS/FGA,% All Star
260,2024,Kris Murray,SF,23,POR,71,58,11.1,0.9,2.8,.324,0.6,1.8,.333,0.3,1.0,.308,.432,0.2,0.4,.600,0.6,1.2,1.8,0.5,0.8,0.2,0.1,0.8,2.7,0,.250,0.9642857142857144,0.11
139,2024,Jaden Hardy,SG,21,DAL,78,57,12.5,2.4,6.0,.397,0.9,2.7,.333,1.5,3.3,.449,.472,0.9,1.3,.667,0.4,1.3,1.7,1.4,0.3,0.0,0.8,1.0,6.5,0,.640,1.0833333333333333,0.11
73,2024,Robert Covington,SF-PF,33,PHI,81,63,17.4,1.6,3.6,.442,0.8,2.2,.365,0.8,1.4,.559,.552,0.9,1.0,.875,1.2,2.4,3.6,0.8,1.3,0.7,0.4,1.8,4.8,0,.720,1.3333333333333333,0.11
59,2024,Toumani Camara,PF,23,POR,82,73,25.6,2.7,6.8,.401,0.8,3.1,.267,1.9,3.6,.517,.463,1.0,1.4,.697,2.0,2.7,4.7,1.1,0.9,0.5,1.0,2.9,7.2,0,.250,1.0588235294117647,0.11
12,2024,Marvin Bagley III,C,24,DET,77,64,18.5,4.0,6.9,.572,0.0,0.2,.200,3.9,6.7,.586,.576,2.0,2.3,.837,1.9,3.0,4.9,1.1,0.1,0.7,1.2,1.6,9.9,0,.077,1.434782608695652,0.11
315,2024,Matt Ryan,SF,26,NOP,69,57,22.9,2.9,6.4,.458,2.5,5.2,.471,0.5,1.2,.400,.651,1.0,1.1,.929,0.4,1.9,2.3,1.1,0.4,0.1,1.2,1.8,9.3,0,.577,1.453125,0.1
262,2024,Larry Nance Jr.,C,31,NOP,70,56,15.1,1.5,3.0,.500,0.2,0.8,.273,1.3,2.2,.581,.536,0.3,0.6,.500,1.3,2.9,4.1,0.7,0.6,0.3,0.9,1.4,3.5,0,.577,1.1666666666666667,0.1
106,2024,Simone Fontecchio,SF,28,UTA,80,67,20.0,3.0,6.8,.451,1.8,4.6,.396,1.2,2.1,.569,.586,0.8,1.0,.870,0.8,1.9,2.7,1.1,0.4,0.5,1.0,1.5,8.8,0,.346,1.2941176470588236,0.1
93,2024,Kris Dunn,PG,29,UTA,74,58,13.8,2.0,4.3,.462,0.4,1.2,.364,1.6,3.1,.500,.513,0.3,0.6,.600,0.5,1.8,2.3,2.7,0.6,0.1,1.2,1.5,4.8,0,.346,1.1162790697674418,0.1
155,2024,Aaron Holiday,PG,27,HOU,80,61,18.3,2.7,5.7,.465,1.3,3.0,.441,1.4,2.8,.491,.579,0.6,0.7,.846,0.3,1.6,1.9,1.9,0.5,0.2,0.5,1.9,7.2,0,.591,1.263157894736842,0.1
198,2024,Jonathan Kuminga,PF,21,GSW,81,60,20.7,4.4,9.2,.477,0.7,2.3,.304,3.7,6.8,.537,.516,2.5,3.6,.690,1.0,2.5,3.5,1.0,0.6,0.3,1.3,2.5,12.0,0,.440,1.3043478260869565,0.1
201,2024,Jake LaRavia,PF,22,MEM,65,58,12.4,1.4,4.0,.357,0.3,2.3,.125,1.1,1.7,.667,.393,0.1,0.3,.500,0.4,0.7,1.1,0.7,0.1,0.0,0.6,2.1,3.3,0,.250,0.825,0.1
326,2024,Collin Sexton,SG,25,UTA,82,59,22.0,4.9,10.4,.474,1.2,3.7,.333,3.7,6.7,.552,.533,3.2,3.7,.884,0.9,1.8,2.7,3.3,0.5,0.2,1.9,1.8,14.3,0,.346,1.375,0.1
220,2024,Théo Maledon,PG,22,CHO,71,59,15.4,1.5,5.1,.288,0.4,2.3,.167,1.1,2.8,.389,.326,0.8,0.9,.917,0.3,1.5,1.8,2.2,0.5,0.0,1.2,1.4,4.2,0,.292,0.823529411764706,0.1
122,2024,Jacob Gilyard,PG,25,MEM,76,65,14.7,1.1,2.7,.408,0.9,2.4,.395,0.2,0.3,.500,.582,0.1,0.1,1.000,0.3,0.7,1.1,2.8,0.6,0.1,0.6,0.9,3.2,0,.250,1.1851851851851851,0.09
149,2024,Scoot Henderson,PG,19,POR,73,63,26.4,4.3,11.7,.371,1.0,4.1,.242,3.3,7.5,.442,.414,1.4,1.9,.724,0.8,1.9,2.7,4.5,0.5,0.3,3.3,3.9,11.1,0,.250,0.9487179487179488,0.09
368,2024,Gabe Vincent,PG,27,LAL,60,56,28.3,2.8,7.0,.393,0.3,3.5,.071,2.5,3.5,.714,.411,0.3,0.5,.500,0.5,0.5,1.0,3.0,1.5,0.0,0.5,2.5,6.0,0,.577,0.8571428571428571,0.09
281,2024,Gary Payton II,SG,31,GSW,71,57,17.3,2.4,5.1,.479,0.6,2.0,.321,1.8,3.1,.581,.542,0.4,0.6,.667,1.1,2.1,3.1,0.9,1.2,0.3,0.6,1.9,5.9,0,.440,1.1568627450980393,0.09
144,2024,Sam Hauser,SF,26,BOS,82,60,22.8,3.3,6.8,.476,2.8,6.0,.458,0.5,0.8,.600,.677,0.3,0.4,.800,0.9,2.6,3.5,1.0,0.6,0.3,0.5,1.5,9.6,0,.792,1.411764705882353,0.09
268,2024,Jaylen Nowell,SG,24,MEM,67,59,17.3,2.4,6.1,.400,0.4,2.6,.174,2.0,3.6,.563,.436,0.3,0.3,1.000,0.3,1.2,1.6,1.8,0.3,0.0,0.6,1.4,5.7,0,.250,0.9344262295081968,0.09
205,2024,Alex Len,C,30,SAC,64,58,6.8,1.0,1.3,.750,0.0,0.2,.000,1.0,1.2,.857,.750,0.5,1.2,.429,1.2,1.5,2.7,0.8,0.2,0.8,0.3,0.3,2.5,0,.625,1.923076923076923,0.08
140,2024,Gary Harris,SG,29,ORL,77,61,21.5,2.5,5.7,.440,1.4,4.1,.351,1.1,1.7,.656,.564,1.0,1.3,.792,0.5,1.3,1.8,1.7,0.9,0.3,0.5,1.6,7.5,0,.667,1.3157894736842104,0.08
397,2024,Ziaire Williams,SF,22,MEM,80,66,20.0,2.6,6.8,.380,1.1,3.4,.324,1.5,3.5,.434,.460,1.1,1.2,.889,0.6,3.4,4.0,1.3,0.5,0.2,1.2,1.8,7.4,0,.250,1.0882352941176472,0.08
39,2024,Malaki Branham,SG,20,SAS,82,70,21.7,3.6,8.2,.442,1.0,3.3,.308,2.6,5.0,.529,.503,0.5,0.5,.923,0.3,1.5,1.7,2.4,0.5,0.2,1.2,1.4,8.8,0,.167,1.0731707317073174,0.08
162,2024,Caleb Houstan,SF,21,ORL,73,58,9.5,1.0,2.3,.441,0.9,2.1,.419,0.1,0.2,.667,.632,0.3,0.3,1.000,0.3,1.2,1.5,0.5,0.1,0.0,0.2,0.7,3.1,0,.667,1.347826086956522,0.08
99,2024,Keon Ellis,SG,24,SAC,75,61,13.4,1.4,3.1,.453,0.9,2.6,.364,0.5,0.5,.889,.604,0.6,0.9,.667,0.4,1.2,1.5,1.4,0.6,0.4,0.8,1.4,4.4,0,.625,1.4193548387096775,0.08
295,2024,Payton Pritchard,PG,26,BOS,82,58,20.1,2.3,5.8,.400,1.4,3.8,.359,1.0,2.0,.479,.518,0.5,0.6,.733,0.9,2.3,3.1,2.9,0.4,0.1,0.5,1.2,6.5,0,.792,1.120689655172414,0.08
372,2024,Moritz Wagner,C,26,ORL,82,58,19.1,4.7,7.5,.619,0.5,1.6,.333,4.1,5.9,.697,.655,2.0,2.6,.774,1.4,2.7,4.1,1.2,0.5,0.4,1.5,2.4,11.9,0,.667,1.5866666666666667,0.08
271,2024,Royce O'Neale,SF,30,BRK,81,62,27.8,2.7,6.9,.392,2.3,5.8,.399,0.4,1.2,.357,.557,0.3,0.5,.583,0.8,4.2,5.0,3.3,0.8,0.8,0.9,2.7,8.0,0,.520,1.1594202898550725,0.08
221,2024,Sandro Mamukelashvili,C,24,SAS,67,58,6.7,0.8,1.8,.438,0.3,0.9,.375,0.4,0.9,.500,.531,0.6,0.7,.833,0.7,0.9,1.6,0.9,0.2,0.1,0.3,1.0,2.4,0,.167,1.3333333333333333,0.08
63,2024,Julian Champagnie,SF,22,SAS,75,63,13.4,1.6,4.6,.342,1.2,3.4,.345,0.4,1.2,.333,.468,0.5,0.6,.727,0.3,1.3,1.6,0.8,0.4,0.6,0.8,0.9,4.8,0,.167,1.0434782608695652,0.07
264,2024,Aaron Nesmith,SF,24,IND,80,59,24.5,4.2,8.0,.531,1.9,4.2,.441,2.4,3.7,.634,.649,1.1,1.8,.641,1.0,2.0,3.0,1.0,0.9,0.6,0.6,3.4,11.5,0,.542,1.4375,0.07
233,2024,Miles McBride,PG,23,NYK,73,57,4.9,0.8,1.6,.520,0.4,1.0,.438,0.4,0.6,.667,.660,0.1,0.1,.500,0.1,0.2,0.3,0.5,0.4,0.0,0.0,0.6,2.1,0,.560,1.3125,0.07
142,2024,Josh Hart,SF,28,NYK,82,62,27.8,3.1,6.7,.467,1.0,2.9,.361,2.1,3.8,.547,.545,0.5,0.7,.706,1.1,4.5,5.6,2.8,1.0,0.2,0.9,1.9,7.8,0,.560,1.164179104477612,0.07
230,2024,Wesley Matthews,SG,37,ATL,71,58,12.0,0.6,2.4,.265,0.4,1.9,.222,0.2,0.5,.429,.353,0.9,1.2,.765,0.3,1.1,1.4,0.7,0.6,0.1,0.3,1.5,2.6,0,.400,1.0833333333333335,0.07
30,2024,Dāvis Bertāns,PF,31,OKC,67,58,7.9,0.8,2.1,.368,0.8,2.0,.389,0.0,0.1,.000,.553,1.6,1.7,.933,0.1,0.8,0.9,0.8,0.2,0.2,0.1,1.1,3.9,0,.667,1.857142857142857,0.07
367,2024,Sasha Vezenkov,PF,28,SAC,79,58,14.1,2.2,5.1,.435,1.2,3.2,.368,1.0,1.9,.550,.551,0.3,0.4,.750,0.6,2.1,2.7,0.5,0.5,0.3,0.3,1.1,6.0,0,.625,1.1764705882352942,0.07
305,2024,Josh Richardson,SG,30,MIA,77,60,27.5,3.7,8.4,.443,1.4,4.3,.319,2.3,4.0,.576,.526,1.3,1.5,.903,0.5,2.1,2.7,3.0,0.6,0.2,1.1,1.8,10.1,0,.577,1.2023809523809523,0.07
275,2024,Kelly Olynyk,C,32,UTA,80,61,21.8,2.6,4.9,.534,0.8,1.8,.432,1.8,3.1,.595,.614,1.5,1.6,.897,1.6,4.3,5.8,4.3,0.8,0.2,1.8,2.8,7.5,0,.346,1.530612244897959,0.07
81,2024,Johnny Davis,SG,21,WAS,72,58,9.1,1.4,2.9,.475,0.1,0.2,.333,1.3,2.6,.486,.488,0.3,0.4,.800,0.6,0.8,1.4,0.4,0.5,0.1,0.4,0.7,3.1,0,.167,1.0689655172413794,0.07
320,2024,Olivier Sarr,C,24,OKC,63,58,10.8,0.6,1.2,.500,0.4,0.6,.667,0.2,0.6,.333,.667,0.8,1.2,.667,0.8,3.2,4.0,0.2,0.0,1.0,0.4,2.0,2.4,0,.667,2.0,0.06
280,2024,Cameron Payne,PG,29,MIL,82,59,16.9,2.4,5.1,.472,1.2,2.8,.423,1.2,2.2,.536,.591,0.5,0.6,.929,0.0,1.2,1.3,2.6,0.4,0.1,0.9,2.0,6.5,0,.720,1.2745098039215688,0.06
345,2024,Jae'Sean Tate,SF,28,HOU,80,60,17.8,2.3,4.5,.506,0.7,2.0,.359,1.6,2.5,.620,.584,0.5,0.7,.692,1.0,2.6,3.6,1.2,0.9,0.3,0.4,2.4,5.7,0,.591,1.2666666666666666,0.06
261,2024,Mike Muscala,C,32,WAS,70,60,12.2,1.0,2.7,.375,0.4,1.7,.250,0.6,1.0,.583,.453,0.5,0.7,.750,0.4,1.6,2.0,0.9,0.2,0.3,0.7,1.0,2.9,0,.167,1.074074074074074,0.06
29,2024,MarJon Beauchamp,SF,23,MIL,78,58,17.0,2.1,4.3,.484,0.8,1.9,.436,1.3,2.5,.519,.577,0.5,0.9,.611,0.7,2.0,2.6,0.9,0.3,0.2,0.8,1.6,5.5,0,.720,1.2790697674418605,0.06
167,2024,Joe Ingles,SF,36,ORL,82,58,18.2,1.6,3.9,.404,1.0,2.5,.407,0.6,1.5,.400,.532,0.7,0.8,.895,0.5,2.3,2.8,3.4,0.8,0.1,0.8,1.5,4.9,0,.667,1.2564102564102566,0.06
310,2024,Ryan Rollins,PG,21,WAS,66,58,6.1,1.1,2.3,.500,0.1,0.3,.500,1.0,2.0,.500,.528,1.6,2.0,.813,0.3,1.0,1.3,1.3,1.0,0.3,0.9,0.8,4.0,0,.167,1.7391304347826089,0.06
247,2024,Shake Milton,SG,27,MIN,82,58,15.4,1.9,5.0,.380,0.5,1.9,.244,1.5,3.2,.461,.426,1.4,1.7,.829,0.2,1.5,1.7,1.5,0.6,0.1,1.0,1.5,5.7,0,.792,1.1400000000000001,0.06
328,2024,Day'Ron Sharpe,C,22,BRK,82,57,15.7,2.6,4.9,.537,0.0,0.2,.000,2.6,4.7,.564,.537,1.2,2.0,.612,2.5,4.3,6.8,1.1,0.4,0.8,1.2,2.3,6.5,0,.520,1.3265306122448979,0.06
31,2024,Patrick Beverley,PG,35,PHI,82,58,17.1,1.6,3.8,.427,0.6,2.0,.314,1.0,1.8,.556,.510,0.7,1.0,.654,0.8,2.0,2.8,2.3,0.6,0.2,0.6,1.8,4.6,0,.720,1.2105263157894737,0.05
123,2024,Jordan Goodwin,PG,25,PHO,82,57,18.2,2.4,6.0,.391,0.9,2.8,.329,1.4,3.2,.444,.467,0.8,0.9,.870,1.0,2.7,3.8,2.6,0.7,0.3,0.9,1.4,6.4,0,.520,1.0666666666666667,0.05
91,2024,Andre Drummond,C,30,CHI,82,55,13.1,2.4,4.7,.500,0.0,0.0,.000,2.4,4.7,.504,.500,1.3,2.2,.600,2.9,3.9,6.7,0.6,1.0,0.3,1.0,1.7,6.1,2,.370,1.297872340425532,0.05
40,2024,Christian Braun,SG,22,DEN,82,55,20.4,3.4,7.1,.482,0.7,1.8,.388,2.7,5.3,.514,.531,1.3,1.7,.761,0.8,3.0,3.9,1.8,0.4,0.3,0.8,1.7,8.9,0,.630,1.2535211267605635,0.05
293,2024,Norman Powell,SG,30,LAC,82,57,25.0,4.4,9.0,.496,1.8,4.0,.436,2.7,4.9,.545,.594,2.2,2.6,.862,0.2,2.0,2.1,1.1,0.6,0.5,1.0,1.9,12.9,0,.600,1.4333333333333333,0.05
355,2024,Matisse Thybulle,SF,26,POR,82,70,23.5,2.3,5.0,.462,1.6,3.9,.409,0.7,1.1,.654,.622,0.3,0.3,.750,0.4,1.6,2.0,1.1,1.5,0.8,0.8,1.1,6.4,0,.250,1.28,0.05
55,2024,Jared Butler,SG,23,WAS,70,58,8.2,1.3,2.8,.471,0.4,1.3,.313,0.9,1.5,.611,.544,0.8,1.0,.833,0.0,0.7,0.7,1.8,0.6,0.1,0.8,1.2,3.9,0,.167,1.392857142857143,0.05
376,2024,Cason Wallace,SG,20,OKC,82,63,22.0,2.8,4.8,.583,1.1,2.1,.520,1.7,2.7,.631,.696,0.5,0.6,.800,0.5,1.8,2.3,1.4,0.6,0.5,0.5,1.7,7.2,0,.667,1.5,0.05
71,2024,Pat Connaughton,SF,31,MIL,76,57,22.6,2.1,4.8,.435,1.1,3.2,.350,1.0,1.7,.594,.549,0.5,0.7,.692,0.7,2.8,3.5,2.0,0.5,0.2,0.7,1.1,5.8,0,.720,1.2083333333333333,0.05
178,2024,Isaiah Joe,SG,24,OKC,82,58,20.4,3.2,7.2,.439,2.4,5.7,.426,0.8,1.5,.486,.607,1.1,1.3,.844,0.1,2.1,2.2,1.1,0.8,0.3,0.5,1.2,9.9,0,.667,1.375,0.05
399,2024,Jalen Wilson,PF,23,BRK,62,57,7.2,0.8,1.2,.667,0.2,0.2,1.000,0.6,1.0,.600,.750,0.4,0.4,1.000,0.6,0.8,1.4,0.4,0.0,0.2,0.2,0.2,2.2,0,.520,1.8333333333333335,0.05
327,2024,Landry Shamet,SG,26,WAS,73,58,16.9,3.2,6.7,.475,1.6,4.0,.400,1.6,2.7,.585,.594,0.3,0.7,.455,0.1,1.3,1.4,1.5,0.6,0.1,0.6,2.1,8.3,0,.167,1.2388059701492538,0.05
2,2024,Ochai Agbaji,SG,23,UTA,82,66,21.2,2.5,5.7,.436,1.3,3.3,.384,1.2,2.4,.508,.547,0.2,0.3,.750,0.9,1.7,2.6,1.1,0.7,0.5,0.7,1.5,6.5,0,.346,1.1403508771929824,0.05
254,2024,Moses Moody,SG,21,GSW,82,61,18.8,3.1,6.4,.484,1.1,3.0,.355,2.0,3.3,.602,.569,1.2,1.7,.738,1.3,2.2,3.5,1.0,0.7,0.3,0.7,1.5,8.5,0,.440,1.328125,0.05
196,2024,John Konchar,SF,27,MEM,77,60,17.6,1.2,3.3,.365,0.7,2.1,.333,0.5,1.3,.417,.468,0.2,0.3,.667,1.1,2.9,3.9,1.4,0.7,0.7,0.4,1.0,3.3,0,.250,1.0,0.05
342,2024,Julian Strawther,SF,21,DEN,79,55,13.8,2.0,5.4,.377,1.2,3.5,.341,0.8,1.9,.444,.488,0.5,0.8,.722,0.0,1.4,1.5,1.1,0.5,0.2,0.3,1.5,5.8,0,.630,1.074074074074074,0.05
302,2024,Paul Reed,C,24,PHI,82,58,13.9,2.1,3.7,.576,0.2,0.4,.400,2.0,3.3,.598,.598,0.4,0.5,.750,1.7,2.6,4.2,1.0,0.4,0.6,1.0,2.0,4.8,0,.720,1.2972972972972971,0.05
195,2024,Kevin Knox,SF,24,DET,66,58,15.0,2.3,4.8,.479,1.0,2.6,.385,1.3,2.2,.591,.583,0.4,0.5,.800,0.5,1.9,2.4,0.5,0.5,0.2,0.9,1.4,6.0,0,.077,1.25,0.05
304,2024,Jared Rhoden,SG,24,DET,61,56,6.0,1.0,1.8,.556,0.2,0.8,.250,0.8,1.0,.800,.611,0.4,0.4,1.000,0.2,0.6,0.8,0.6,0.0,0.0,0.4,0.8,2.6,0,.077,1.4444444444444444,0.04
186,2024,Tre Jones,PG,24,SAS,78,58,23.8,3.0,6.7,.440,0.6,2.2,.279,2.4,4.6,.516,.485,1.4,1.6,.844,0.5,2.3,2.8,5.1,0.8,0.2,1.4,1.3,7.9,0,.167,1.1791044776119404,0.04
84,2024,Gradey Dick,SG,20,TOR,74,58,13.4,1.1,3.9,.284,0.6,2.6,.250,0.5,1.4,.348,.366,0.8,0.8,1.000,0.4,0.9,1.3,0.9,0.2,0.0,0.7,1.4,3.7,0,.400,0.9487179487179488,0.04
171,2024,Jaden Ivey,SG,21,DET,78,62,23.9,4.0,9.0,.449,0.9,3.2,.286,3.1,5.8,.539,.500,2.5,3.1,.794,0.7,2.0,2.8,2.6,0.7,0.5,1.9,2.5,11.5,0,.077,1.2777777777777777,0.04
309,2024,David Roddy,PF,22,MEM,82,66,24.5,3.3,8.1,.410,1.0,3.6,.291,2.3,4.5,.505,.474,0.7,1.0,.680,1.0,3.3,4.4,1.3,0.7,0.4,0.9,1.5,8.4,0,.250,1.0370370370370372,0.04
359,2024,Gary Trent Jr.,SG,25,TOR,79,59,24.7,3.8,9.9,.381,1.9,5.2,.357,1.9,4.7,.408,.475,0.9,1.5,.594,0.2,1.6,1.9,1.5,0.6,0.1,0.6,1.0,10.3,0,.400,1.0404040404040404,0.04
267,2024,Zeke Nnaji,PF,23,DEN,76,55,10.3,1.3,2.6,.509,0.2,0.4,.444,1.1,2.2,.522,.545,0.9,1.4,.621,1.3,1.1,2.4,0.5,0.1,0.6,0.5,1.4,3.7,0,.630,1.4230769230769231,0.04
74,2024,Torrey Craig,SF,33,CHI,82,62,21.2,2.2,5.1,.424,1.1,2.8,.382,1.1,2.3,.476,.529,0.7,0.9,.783,1.9,3.0,4.8,1.0,0.6,0.4,0.6,2.5,6.1,0,.370,1.196078431372549,0.03
401,2024,Christian Wood,PF,28,LAL,80,57,20.2,2.6,5.7,.463,0.7,2.5,.279,1.9,3.1,.613,.526,1.4,2.3,.618,1.0,5.0,6.0,1.0,0.2,0.6,1.2,1.7,7.4,0,.577,1.2982456140350878,0.03
276,2024,Eugene Omoruyi,SF,26,WAS,71,58,6.2,1.8,3.0,.615,0.4,0.9,.417,1.5,2.1,.704,.679,1.0,1.3,.765,0.7,1.0,1.7,0.6,0.5,0.1,0.6,0.9,5.1,0,.167,1.7,0.03
211,2024,Nassir Little,PF,23,PHO,75,57,15.7,1.9,4.0,.486,0.8,2.3,.341,1.2,1.7,.677,.583,0.8,0.9,.875,0.7,1.8,2.5,0.8,0.5,0.4,0.4,1.3,5.4,0,.520,1.35,0.03
354,2024,JT Thor,PF,21,CHO,79,59,16.2,1.3,3.6,.355,0.6,2.0,.293,0.7,1.7,.429,.434,0.0,0.2,.000,0.8,1.8,2.6,0.5,0.3,0.4,0.3,1.2,3.1,0,.292,0.8611111111111112,0.03
396,2024,Vince Williams Jr.,SG,23,MEM,74,60,17.3,1.6,3.6,.448,1.1,2.9,.391,0.5,0.8,.667,.603,1.2,1.4,.826,0.7,3.4,4.1,1.3,0.4,0.6,0.7,2.3,5.6,0,.250,1.5555555555555554,0.03
54,2024,Alec Burks,SG,32,DET,75,56,17.7,2.6,7.7,.342,1.7,4.8,.352,0.9,2.9,.327,.452,2.5,2.8,.870,0.5,1.7,2.2,1.4,0.4,0.2,0.4,1.3,9.4,0,.077,1.2207792207792207,0.03
273,2024,Onyeka Okongwu,C,23,ATL,82,59,24.3,3.4,6.1,.566,0.4,1.4,.306,3.0,4.6,.647,.602,1.8,2.1,.846,2.6,4.3,6.9,1.4,0.4,0.9,0.7,2.8,9.1,0,.400,1.4918032786885247,0.03
38,2024,Chris Boucher,PF,31,TOR,80,57,14.2,2.1,4.8,.441,0.7,2.0,.333,1.5,2.9,.515,.509,1.5,2.0,.778,1.2,2.5,3.7,0.3,0.3,0.6,0.5,1.7,6.4,0,.400,1.3333333333333335,0.03
239,2024,JaVale McGee,C,36,SAC,80,58,8.5,2.1,3.1,.676,0.0,0.0,.000,2.1,3.0,.687,.676,0.5,0.9,.550,1.2,2.0,3.1,0.4,0.2,0.5,1.0,1.2,4.7,0,.625,1.5161290322580645,0.03
120,2024,Anthony Gill,PF,31,WAS,73,58,6.4,0.9,1.9,.464,0.0,0.3,.000,0.9,1.5,.565,.464,0.7,0.9,.786,0.5,0.9,1.5,0.5,0.2,0.3,0.6,0.7,2.5,0,.167,1.3157894736842106,0.03
387,2024,Aaron Wiggins,SG,25,OKC,80,58,11.8,2.0,3.1,.623,0.5,1.0,.478,1.5,2.1,.696,.703,0.8,1.0,.739,0.6,1.4,2.0,0.7,0.4,0.0,0.5,1.0,5.2,0,.667,1.6774193548387097,0.02
400,2024,James Wiseman,C,22,DET,72,56,13.6,3.0,4.3,.696,0.0,0.1,.000,3.0,4.3,.706,.696,0.9,1.4,.682,1.3,2.7,4.0,0.7,0.3,0.6,0.9,2.3,6.9,0,.077,1.6046511627906979,0.02
112,2024,Danilo Gallinari,PF,35,WAS,80,58,15.4,2.4,5.4,.445,0.8,2.5,.304,1.6,2.9,.571,.517,1.8,2.1,.848,0.5,2.6,3.1,1.4,0.2,0.1,0.5,1.1,7.4,0,.167,1.3703703703703702,0.02
131,2024,Jeff Green,PF,37,HOU,81,60,15.4,2.0,3.8,.525,0.4,1.2,.320,1.6,2.6,.618,.575,2.2,2.7,.825,0.9,1.5,2.4,0.6,0.2,0.4,0.6,1.3,6.6,0,.591,1.736842105263158,0.02
380,2024,Peyton Watson,SF,21,DEN,80,55,16.4,2.2,4.4,.495,0.3,1.2,.276,1.9,3.3,.573,.532,0.8,1.3,.656,0.6,1.7,2.3,1.0,0.5,0.9,0.6,1.7,5.6,0,.630,1.2727272727272725,0.02
240,2024,Bryce McGowens,SG,21,CHO,77,60,16.5,1.7,3.7,.457,0.8,2.0,.395,0.9,1.7,.531,.564,0.8,1.2,.727,0.3,1.5,1.8,0.8,0.4,0.1,0.5,1.5,5.0,0,.292,1.3513513513513513,0.02
378,2024,Yuta Watanabe,SF,29,PHO,76,57,17.3,1.5,4.2,.350,1.2,3.5,.348,0.3,0.7,.357,.494,0.5,0.7,.692,0.5,1.5,2.1,0.5,0.4,0.4,0.7,1.5,4.6,0,.520,1.0952380952380951,0.02
373,2024,Jabari Walker,SF,21,POR,82,58,18.0,2.8,6.1,.456,0.5,2.0,.250,2.3,4.1,.556,.497,1.3,1.7,.756,1.6,3.4,5.0,0.7,0.8,0.4,0.9,2.1,7.4,0,.250,1.213114754098361,0.02
90,2024,Ayo Dosunmu,SG,24,CHI,80,59,20.9,2.7,5.7,.479,0.9,2.6,.354,1.8,3.1,.584,.560,0.7,1.0,.708,0.5,1.6,2.0,1.9,0.7,0.2,0.8,1.8,7.0,0,.370,1.2280701754385965,0.02
101,2024,Drew Eubanks,C,26,PHO,81,57,17.1,2.5,4.3,.592,0.1,0.1,1.000,2.5,4.2,.584,.602,1.2,1.4,.848,1.4,2.9,4.3,1.3,0.3,1.0,1.2,2.0,6.3,0,.520,1.4651162790697674,0.02
105,2024,Malachi Flynn,PG,25,TOR,82,57,16.3,2.0,4.5,.434,0.9,2.6,.354,1.0,1.9,.542,.535,0.7,0.9,.773,0.4,1.7,2.1,2.4,0.6,0.2,1.1,1.5,5.5,0,.400,1.2222222222222223,0.02
265,2024,Georges Niang,PF,30,CLE,82,57,22.2,2.8,7.1,.395,1.4,4.2,.339,1.4,2.9,.474,.495,0.5,0.6,.933,0.4,3.4,3.8,1.2,0.3,0.1,0.7,2.3,7.6,0,.538,1.0704225352112675,0.02
143,2024,Isaiah Hartenstein,C,25,NYK,82,57,19.4,2.4,4.0,.590,0.0,0.1,.333,2.3,3.9,.598,.595,1.2,1.8,.667,2.8,3.2,6.0,1.3,0.8,0.9,1.0,2.8,6.0,0,.560,1.5,0.02
213,2024,Isaiah Livers,PF,25,DET,68,57,21.8,1.8,5.9,.296,1.0,4.0,.250,0.8,1.9,.391,.380,0.7,0.9,.727,0.5,1.8,2.3,1.3,0.7,0.2,0.8,1.8,5.2,0,.077,0.8813559322033898,0.02
146,2024,Jaxson Hayes,C,23,LAL,79,57,11.4,1.3,2.0,.652,0.0,0.2,.000,1.3,1.8,.714,.652,0.6,1.1,.560,0.6,1.4,2.0,0.3,0.3,0.4,0.7,2.1,3.2,0,.577,1.6,0.01
277,2024,Cedi Osman,SF,28,SAS,82,59,19.4,3.2,6.8,.466,1.4,3.8,.378,1.8,3.0,.575,.571,0.5,0.8,.650,0.5,2.0,2.4,1.8,0.4,0.2,0.6,1.6,8.3,0,.167,1.2205882352941178,0.01
321,2024,Marcus Sasser,PG,23,DET,81,56,16.8,3.0,6.3,.484,1.2,3.0,.419,1.8,3.3,.542,.583,0.7,0.8,.895,0.1,1.6,1.7,2.7,0.7,0.2,0.8,1.4,8.0,0,.077,1.2698412698412698,0.01
193,2024,Corey Kispert,SF,24,WAS,81,59,23.0,3.9,8.4,.466,2.0,5.3,.385,1.9,3.1,.606,.588,1.6,2.1,.750,0.4,2.0,2.5,1.5,0.4,0.1,1.0,1.9,11.4,0,.167,1.3571428571428572,0.01
72,2024,Bilal Coulibaly,SF,19,WAS,81,59,27.0,3.6,6.7,.536,1.3,3.0,.435,2.3,3.7,.619,.634,1.1,1.7,.625,0.7,3.5,4.2,1.7,1.1,0.7,1.7,1.8,9.5,0,.167,1.417910447761194,0.01
23,2024,Charles Bassey,C,23,SAS,77,58,10.8,1.5,2.1,.725,0.0,0.1,.000,1.5,2.1,.744,.725,0.3,0.3,.833,1.2,2.8,4.0,1.1,0.4,0.9,0.8,1.6,3.3,0,.167,1.5714285714285712,0.01
347,2024,Garrett Temple,SG,37,TOR,63,57,3.2,0.7,0.8,.800,0.2,0.2,1.000,0.5,0.7,.750,.900,0.3,0.3,1.000,0.0,0.3,0.3,0.5,0.2,0.0,0.0,0.0,1.8,0,.400,2.25,0.01
